algorithm,heuristic,neighborMode,expandedNodes,maxFrontierSize,pathCost,pathLength,totalSteps,executionTimeMs,foundPath,mapRows,mapCols,wallCount,weightedCount,timestamp
,,4,708,30,49,50,2140,1.5,true,25,50,389,257,2026-04-10T12:03:35.140Z
